upi_id,merchant_name,amount,suspicious_keyword,digit_count,upi_length,handle,brand_impersonation,trap_amount,report_count,is_blacklisted,merchant_age_days,is_fraud
hamcptbkg@ybl,Urban Foods,4869,0,0,13,ybl,0,0,10,0,300,0
mkrofw618@ybl,Online Offer,825,1,3,13,ybl,0,0,5,0,254,0
yrlrvmlru@okaxis,Quick Recharge,2345,0,0,16,okaxis,0,0,0,0,797,0
ayxdalcgst@ybl,Amazon Support,1322,1,0,14,ybl,1,0,2,0,3,1
afmoqtcjg@okaxis,PhonePe Help,3216,1,0,16,okaxis,1,0,5,0,229,1
mbvsicvodt@ybl,Urban Foods,421,0,0,14,ybl,0,0,3,0,614,0
pjarpunuyb@paytm,Flipkart Deals,2214,0,0,16,paytm,1,0,4,0,487,0
rxxtba604@okaxis,Online Offer,259,1,3,16,okaxis,0,0,14,0,764,1
kojlpz@okaxis,Online Offer,2591,1,0,13,okaxis,0,0,13,1,416,1
ssgzpr@okaxis,City Bakers,4612,0,0,13,okaxis,0,0,10,0,260,0
ljuoqor@paytm,Fresh Mart,614,0,0,13,paytm,0,0,2,0,140,0
ffohzqg@okicici,Online Offer,3834,1,0,15,okicici,0,0,9,1,692,1
nkgmhew@axl,Paytm Cashback,1556,1,0,11,axl,1,0,9,0,410,1
lirvnpuwrm337@axl,City Bakers,2508,0,3,17,axl,0,0,9,0,127,0
yfeosgumxs@ybl,Amazon Support,2542,1,0,14,ybl,1,0,13,0,292,1
ehtoou581@ybl,Amazon Support,3628,1,3,13,ybl,1,0,7,0,356,1
luvujrmva@okicici,Amazon Support,848,1,0,17,okicici,1,0,1,0,757,1
ulgigjncov@paytm,City Bakers,4125,0,0,16,paytm,0,0,12,1,163,0
rsxammndxi@ibl,Mega Electronics,94,0,0,14,ibl,0,0,3,0,55,0
lekctjf@axl,Paytm Cashback,2381,1,0,11,axl,1,0,2,0,161,1
fksuqj@ybl,Fresh Mart,1260,0,0,10,ybl,0,0,10,1,244,0
axgvoo@ibl,Smart Fashion,2595,0,0,10,ibl,0,0,7,0,540,0
sants619@paytm,Flipkart Deals,3098,0,3,14,paytm,1,0,9,1,905,1
aakhapicpu@axl,City Bakers,4242,0,0,14,axl,0,0,7,0,645,0
qpcjfxvvua@ybl,Smart Fashion,1861,0,0,14,ybl,0,0,0,0,464,0
xazyvzmupj@paytm,City Bakers,852,0,0,16,paytm,0,0,0,0,648,0
rebsr@ybl,Paytm Cashback,3191,1,0,9,ybl,1,0,3,0,603,1
ablndhp@axl,Urban Foods,2019,0,0,11,axl,0,0,7,0,239,0
vpovhz871@axl,Smart Fashion,2599,0,3,13,axl,0,0,1,0,253,0
lxahm@ybl,Fresh Mart,520,0,0,9,ybl,0,0,6,0,291,0
aruwp728@paytm,Flipkart Deals,1205,0,3,14,paytm,1,0,5,0,19,0
sxfycdwxvo@paytm,Smart Fashion,1806,0,0,16,paytm,0,0,1,0,570,0
prinqyu74@okaxis,Fresh Mart,22,0,2,16,okaxis,0,0,15,0,760,0
dbiegew@paytm,Green Grocery,3601,0,0,13,paytm,0,0,14,0,330,0
yuihjgokq762@okaxis,Amazon Support,758,1,3,19,okaxis,1,0,8,0,363,1
vonmebkdau@axl,City Bakers,1186,0,0,14,axl,0,0,3,0,664,0
sstreb@okicici,Smart Fashion,1544,0,0,14,okicici,0,0,12,1,234,0
ewbcwjiah@ybl,Mega Electronics,4647,0,0,13,ybl,0,0,14,1,205,0
pdkmcpk@okicici,Green Grocery,3306,0,0,15,okicici,0,0,12,1,576,0
wefwyx@axl,City Bakers,180,0,0,10,axl,0,0,10,0,409,0
pyefypn@okicici,Urban Foods,3901,0,0,15,okicici,0,0,1,0,77,0
poujx463@okaxis,City Bakers,2985,0,3,15,okaxis,0,0,2,0,698,0
rzlce@paytm,Amazon Support,3378,1,0,11,paytm,1,0,3,0,223,1
qvxezk864@axl,Online Offer,1396,1,3,13,axl,0,0,6,0,369,1
kyvyi257@axl,Quick Recharge,2841,0,3,12,axl,0,0,5,0,557,0
lnojhdyem@okaxis,Daily Needs,2084,0,0,16,okaxis,0,0,13,1,715,0
qoqaodst@ibl,Daily Needs,3106,0,0,12,ibl,0,0,11,0,415,0
idxcdummou145@axl,Daily Needs,3018,0,3,17,axl,0,0,6,0,419,0
vobpqipl@axl,Urban Foods,1120,0,0,12,axl,0,0,14,1,666,0
tfqiqn@ibl,PhonePe Help,1418,1,0,10,ibl,1,0,14,0,436,1
nquupnq@okicici,Urban Foods,2019,0,0,15,okicici,0,0,2,0,410,0
ndvvockgl@ibl,Amazon Support,4546,1,0,13,ibl,1,0,14,0,533,1
hgohub@ybl,Quick Recharge,247,0,0,10,ybl,0,0,12,0,397,0
vjqibsi@okaxis,Smart Fashion,690,0,0,14,okaxis,0,0,7,0,753,0
uloxcrmxlv@ibl,Urban Foods,608,0,0,14,ibl,0,0,4,0,312,0
ktmojmy@paytm,Paytm Cashback,4324,1,0,13,paytm,1,0,14,1,964,1
vtfmri@okaxis,Urban Foods,2806,0,0,13,okaxis,0,0,13,0,344,0
zstspgvxv@paytm,Quick Recharge,313,0,0,15,paytm,0,0,6,0,256,0
ffhwacwy@okicici,Smart Fashion,1880,0,0,16,okicici,0,0,1,0,585,0
btrleicb207@okicici,City Bakers,1036,0,3,19,okicici,0,0,10,1,902,0
ziunulzc@ibl,Smart Fashion,2611,0,0,12,ibl,0,0,4,0,689,0
fwxvlvlkw@paytm,PhonePe Help,3359,1,0,15,paytm,1,0,13,0,310,1
wsepsgn@ybl,City Bakers,1647,0,0,11,ybl,0,0,0,0,398,0
erabto@ybl,Urban Foods,4100,0,0,10,ybl,0,0,14,0,9,0
vjqvfjow@ybl,PhonePe Help,1526,1,0,12,ybl,1,0,6,0,635,1
yveon65@okaxis,Quick Recharge,1796,0,2,14,okaxis,0,0,7,0,939,0
lpnxf@okicici,Urban Foods,3300,0,0,13,okicici,0,0,10,0,279,0
ngzlpnmy@okicici,Urban Foods,2130,0,0,16,okicici,0,0,1,0,832,0
ntlbfchs@axl,Fresh Mart,1711,0,0,12,axl,0,0,0,0,139,0
uohty@axl,Urban Foods,4721,0,0,9,axl,0,0,14,0,569,0
tnawmgq@paytm,PhonePe Help,465,1,0,13,paytm,1,0,11,1,421,1
nbtqbhntul@ybl,Quick Recharge,1690,0,0,14,ybl,0,0,15,0,743,0
nagui@okaxis,Quick Recharge,2972,0,0,12,okaxis,0,0,6,0,370,0
bgbwgzqx@ybl,Paytm Cashback,3068,1,0,12,ybl,1,0,12,1,720,1
ehcxh@okaxis,Paytm Cashback,1413,1,0,12,okaxis,1,0,13,1,764,1
fvyiuwyo@axl,Quick Recharge,4479,0,0,12,axl,0,0,13,1,668,0
tvscmsqdb@okaxis,Green Grocery,3966,0,0,16,okaxis,0,0,10,1,304,0
hpwznjyxo199@ybl,PhonePe Help,4935,1,3,16,ybl,1,0,14,0,450,1
yfgqvgqn64@axl,Smart Fashion,2244,0,2,14,axl,0,0,12,1,458,0
khnojxik@okaxis,Flipkart Deals,779,0,0,15,okaxis,1,0,7,0,685,1
tcpkkhzgfd@okicici,Mega Electronics,2703,0,0,18,okicici,0,0,11,0,747,0
vrebls@okaxis,Smart Fashion,3460,0,0,13,okaxis,0,0,0,0,17,0
rozzcvge@okaxis,Fresh Mart,1847,0,0,15,okaxis,0,0,5,0,895,0
opzsgimdl605@axl,Amazon Support,2452,1,3,16,axl,1,0,15,0,387,1
gkcityroj@okicici,Online Offer,3878,1,0,17,okicici,0,0,4,0,473,0
wdccai@ybl,Quick Recharge,461,0,0,10,ybl,0,0,11,1,284,0
oegao@axl,Paytm Cashback,2688,1,0,9,axl,1,0,0,0,514,1
yrhxrusk@okaxis,Quick Recharge,2040,0,0,15,okaxis,0,0,9,1,198,0
mumcl@ybl,Daily Needs,1947,0,0,9,ybl,0,0,7,0,747,0
uvavq@okicici,Paytm Cashback,707,1,0,13,okicici,1,0,4,0,304,1
qjmzwughl@ibl,Flipkart Deals,1410,0,0,13,ibl,1,0,15,0,517,1
tliqvfl@okaxis,Flipkart Deals,4816,0,0,14,okaxis,1,0,2,0,267,0
bvegjwgc@okicici,Amazon Support,3035,1,0,16,okicici,1,0,15,1,562,1
yvigvjv989@ibl,Green Grocery,4929,0,3,14,ibl,0,0,1,0,7,0
dxnbypa@okicici,Paytm Cashback,4252,1,0,15,okicici,1,0,11,1,152,1
rcrwdwbz142@paytm,Online Offer,1390,1,3,17,paytm,0,0,4,0,652,0
qjsufun@okaxis,Smart Fashion,449,0,0,14,okaxis,0,0,7,0,734,0
hwqbixela@paytm,Smart Fashion,1504,0,0,15,paytm,0,0,7,0,562,0
amknzh@axl,Online Offer,3092,1,0,10,axl,0,0,12,1,883,1
ulvceqghbw808@okicici,Online Offer,541,1,3,21,okicici,0,0,9,1,606,1
zgrqko579@okaxis,Paytm Cashback,2833,1,3,16,okaxis,1,0,9,1,683,1
agprsplum@ybl,Mega Electronics,442,0,0,13,ybl,0,0,5,0,170,0
coqfjxqjn728@paytm,Flipkart Deals,166,0,3,18,paytm,1,0,0,0,805,0
yyhwci330@ibl,Flipkart Deals,3962,0,3,13,ibl,1,0,9,0,889,1
pfcbrubp384@ibl,Urban Foods,2997,0,3,15,ibl,0,0,1,0,736,0
vidaglxz921@ybl,Online Offer,1673,1,3,15,ybl,0,0,12,0,971,1
zitjbagsm@okicici,Amazon Support,1442,1,0,17,okicici,1,0,4,0,391,1
epgwrt@okaxis,PhonePe Help,2953,1,0,13,okaxis,1,0,10,0,904,1
mpubq@axl,Daily Needs,1022,0,0,9,axl,0,0,10,0,490,0
crshajn@axl,Green Grocery,3693,0,0,11,axl,0,0,14,1,712,0
prthpde548@okicici,Mega Electronics,451,0,3,18,okicici,0,0,14,1,198,0
tefizeslpo@ibl,Online Offer,1047,1,0,14,ibl,0,0,7,0,37,1
rczeywvlu@paytm,Quick Recharge,1739,0,0,15,paytm,0,0,2,0,437,0
rskvs@okicici,PhonePe Help,2089,1,0,13,okicici,1,0,0,0,761,1
yhruli@ibl,Quick Recharge,248,0,0,10,ibl,0,0,13,0,908,0
xioignmux611@okaxis,Smart Fashion,165,0,3,19,okaxis,0,0,7,0,351,0
kmjbqe@paytm,Mega Electronics,4647,0,0,12,paytm,0,0,10,1,193,0
bbegfhk29@ibl,Urban Foods,2250,0,2,13,ibl,0,0,13,1,900,0
tpbreoamxz@okicici,Urban Foods,120,0,0,18,okicici,0,0,5,0,899,0
pzagynmrj@okicici,Flipkart Deals,1719,0,0,17,okicici,1,0,1,0,980,0
emjflpty@okaxis,Flipkart Deals,3290,0,0,15,okaxis,1,0,8,0,793,1
oecfzagrbu@ibl,City Bakers,2173,0,0,14,ibl,0,0,11,0,412,0
manfstwnxi@okicici,Paytm Cashback,273,1,0,18,okicici,1,0,14,0,256,1
ocsec212@ybl,Fresh Mart,2292,0,3,12,ybl,0,0,4,0,52,0
excnoyskls@okicici,Urban Foods,3438,0,0,18,okicici,0,0,14,1,735,0
igsapvrsls@okaxis,Daily Needs,4193,0,0,17,okaxis,0,0,6,0,656,0
jfwbiix@okaxis,Green Grocery,3440,0,0,14,okaxis,0,0,5,0,823,0
xtopity@paytm,Paytm Cashback,843,1,0,13,paytm,1,0,2,0,117,1
xhpbgcfgpb@okaxis,Mega Electronics,3269,0,0,17,okaxis,0,0,14,1,899,0
tjyeytah@ibl,Paytm Cashback,278,1,0,12,ibl,1,0,1,0,902,1
mfmmubfer@okaxis,Fresh Mart,3261,0,0,16,okaxis,0,0,3,0,928,0
oeejrm213@ibl,PhonePe Help,1436,1,3,13,ibl,1,0,2,0,198,1
azpdgsad@okicici,City Bakers,4690,0,0,16,okicici,0,0,2,0,289,0
phkjwnwiiv549@okaxis,Amazon Support,2470,1,3,20,okaxis,1,0,12,1,486,1
vzboffdmdw@ybl,Smart Fashion,4732,0,0,14,ybl,0,0,3,0,313,0
wdhiwrja@okaxis,Green Grocery,3563,0,0,15,okaxis,0,0,1,0,862,0
sxsrbtkgx549@paytm,Fresh Mart,417,0,3,18,paytm,0,0,4,0,550,0
ryshylkvu@axl,Daily Needs,3910,0,0,13,axl,0,0,12,0,971,0
cfyrdnr@okaxis,Green Grocery,1491,0,0,14,okaxis,0,0,13,0,374,0
otmghbduw@paytm,Amazon Support,3093,1,0,15,paytm,1,0,9,1,243,1
ghxkxj@ybl,City Bakers,753,0,0,10,ybl,0,0,9,0,891,0
nnsahhmty257@ibl,Urban Foods,753,0,3,16,ibl,0,0,0,0,493,0
lkmows@axl,Urban Foods,3242,0,0,10,axl,0,0,0,0,818,0
zdfesurlw732@ybl,Urban Foods,4482,0,3,16,ybl,0,0,5,0,285,0
beoayfg@okaxis,Mega Electronics,4248,0,0,14,okaxis,0,0,6,0,231,0
fdmwn@ybl,Daily Needs,3348,0,0,9,ybl,0,0,9,1,940,0
amslouapa@okaxis,Flipkart Deals,1176,0,0,16,okaxis,1,0,15,0,732,1
ddzos@ibl,Urban Foods,4070,0,0,9,ibl,0,0,14,0,190,0
kwszq457@ibl,Online Offer,4550,1,3,12,ibl,0,0,4,0,246,0
bnpbiwaf@paytm,Quick Recharge,951,0,0,14,paytm,0,0,15,0,515,0
scuavbstm@paytm,Amazon Support,3984,1,0,15,paytm,1,0,6,0,508,1
cjuwhtw136@axl,Online Offer,1371,1,3,14,axl,0,0,14,0,985,1
sbzahp373@okicici,Online Offer,136,1,3,17,okicici,0,0,4,0,416,0
lyrpm701@ybl,Mega Electronics,2561,0,3,12,ybl,0,0,8,0,21,0
gsrjudj@axl,Fresh Mart,2346,0,0,11,axl,0,0,13,0,531,0
yhpyxj@ybl,Daily Needs,2258,0,0,10,ybl,0,0,5,0,172,0
oztevfet@ibl,Fresh Mart,4257,0,0,12,ibl,0,0,4,0,875,0
ejmmtkfunh257@ibl,Paytm Cashback,878,1,3,17,ibl,1,0,12,1,122,1
rcfkaka@okaxis,PhonePe Help,3334,1,0,14,okaxis,1,0,8,0,321,1
uhfdhck410@ibl,Urban Foods,3008,0,3,14,ibl,0,0,7,0,184,0
pkxfuwte@okicici,Green Grocery,1044,0,0,16,okicici,0,0,14,0,803,0
xjmxnpl@axl,Green Grocery,884,0,0,11,axl,0,0,0,0,693,0
umuqxjt@okicici,Smart Fashion,346,0,0,15,okicici,0,0,2,0,570,0
ktdwpht@okicici,Mega Electronics,3536,0,0,15,okicici,0,0,1,0,839,0
yigeoppkkp@okaxis,Quick Recharge,157,0,0,17,okaxis,0,0,4,0,957,0
cfbijqxdtr@axl,PhonePe Help,1827,1,0,14,axl,1,0,9,0,45,1
nprbnfy379@ybl,Green Grocery,4734,0,3,14,ybl,0,0,1,0,294,0
igflsgivvb186@ibl,Fresh Mart,2849,0,3,17,ibl,0,0,12,0,436,0
nmdjghhz@ibl,Mega Electronics,2399,0,0,12,ibl,0,0,5,0,582,0
vbqfvk750@okicici,Paytm Cashback,3932,1,3,17,okicici,1,0,7,0,533,1
zugolh@okicici,City Bakers,3859,0,0,14,okicici,0,0,13,1,772,0
enkwwrdf@paytm,Quick Recharge,3486,0,0,14,paytm,0,0,9,1,418,0
ohkvcmlcq@paytm,Daily Needs,4056,0,0,15,paytm,0,0,1,0,638,0
uanawbsp35@ibl,Daily Needs,3274,0,2,14,ibl,0,0,3,0,977,0
sathoyk380@axl,Green Grocery,2717,0,3,14,axl,0,0,6,0,2,0
iwmrmapodl@axl,Paytm Cashback,3064,1,0,14,axl,1,0,8,0,584,1
pkvlwr@axl,Online Offer,1685,1,0,10,axl,0,0,3,0,786,0
dvwpiepfo@okaxis,Fresh Mart,4009,0,0,16,okaxis,0,0,11,0,936,0
esiinu318@axl,City Bakers,4230,0,3,13,axl,0,0,10,0,607,0
trwshpdwtb@okaxis,Green Grocery,434,0,0,17,okaxis,0,0,0,0,101,0
wqctmje39@okaxis,Paytm Cashback,3505,1,2,16,okaxis,1,0,9,0,975,1
vjbzrzcqtq197@okaxis,Urban Foods,619,0,3,20,okaxis,0,0,13,1,108,0
ktuifsx@okicici,Daily Needs,1712,0,0,15,okicici,0,0,5,0,293,0
ritul@okicici,Smart Fashion,9,0,0,13,okicici,0,1,0,0,974,0
qoyzgeid@axl,City Bakers,1367,0,0,12,axl,0,0,6,0,670,0
hxaxixfp55@paytm,Paytm Cashback,2585,1,2,16,paytm,1,0,7,0,607,1
lxnqzlhl@okaxis,Fresh Mart,922,0,0,15,okaxis,0,0,1,0,570,0
vnszpuq@axl,Online Offer,2269,1,0,11,axl,0,0,5,0,88,0
wkzuuqxi522@ybl,Quick Recharge,4446,0,3,15,ybl,0,0,0,0,693,0
hgbwqir@ybl,Green Grocery,2097,0,0,11,ybl,0,0,11,1,445,0
oouhurj103@ibl,Fresh Mart,1764,0,3,14,ibl,0,0,10,0,250,0
fyonrjds47@ybl,Smart Fashion,2202,0,2,14,ybl,0,0,9,1,926,0
eclsym@ibl,Smart Fashion,4777,0,0,10,ibl,0,0,13,0,45,0
gtsotagpbr@ibl,Smart Fashion,2786,0,0,14,ibl,0,0,4,0,872,0
zyinctg@okicici,Urban Foods,2924,0,0,15,okicici,0,0,2,0,491,0
wepyhnx@okaxis,Flipkart Deals,3339,0,0,14,okaxis,1,0,7,0,582,1
pllusnf@axl,Amazon Support,1875,1,0,11,axl,1,0,1,0,513,1
rnxrc@ibl,Flipkart Deals,912,0,0,9,ibl,1,0,0,0,976,0
irelmfc@ybl,Urban Foods,1188,0,0,11,ybl,0,0,4,0,907,0
fkzecxc@axl,Quick Recharge,2129,0,0,11,axl,0,0,15,0,160,0
gingencrle281@paytm,Green Grocery,2854,0,3,19,paytm,0,0,9,1,510,0
frgmqylkj@okaxis,Daily Needs,2997,0,0,16,okaxis,0,0,1,0,969,0
bmynszo@okaxis,Smart Fashion,2484,0,0,14,okaxis,0,0,15,0,762,0
lbfhwhw@ibl,Daily Needs,959,0,0,11,ibl,0,0,0,0,340,0
krmtqqdb@ibl,Green Grocery,3674,0,0,12,ibl,0,0,3,0,868,0
uuufxzc836@paytm,Daily Needs,309,0,3,16,paytm,0,0,3,0,688,0
trmapfeio@okaxis,City Bakers,1783,0,0,16,okaxis,0,0,5,0,536,0
jmoihuhagl@ibl,Smart Fashion,4474,0,0,14,ibl,0,0,9,1,888,0
epexvspda@ybl,City Bakers,1562,0,0,13,ybl,0,0,15,0,628,0
smdsmdyq196@axl,Green Grocery,34,0,3,15,axl,0,0,5,0,822,0
bhdpkdyqb963@paytm,PhonePe Help,3796,1,3,18,paytm,1,0,3,0,48,1
vxmeb@ybl,Online Offer,637,1,0,9,ybl,0,0,6,0,896,1
tqopeiua@okaxis,Amazon Support,3023,1,0,15,okaxis,1,0,2,0,929,1
zukmscatku@axl,Flipkart Deals,807,0,0,14,axl,1,0,12,0,900,1
okumxo@paytm,Quick Recharge,4081,0,0,12,paytm,0,0,7,0,410,0
xicyoweayb@paytm,Quick Recharge,3609,0,0,16,paytm,0,0,3,0,129,0
adrcaufy@okicici,Paytm Cashback,1978,1,0,16,okicici,1,0,6,0,998,1
nnkozt@ybl,Smart Fashion,1485,0,0,10,ybl,0,0,5,0,754,0
cnfweix@axl,Amazon Support,394,1,0,11,axl,1,0,15,0,858,1
yuufymhlnq851@okaxis,PhonePe Help,4550,1,3,20,okaxis,1,0,4,0,475,1
uszwrpl308@okaxis,Paytm Cashback,1521,1,3,17,okaxis,1,0,12,1,581,1
ghlvufihyf@okicici,Amazon Support,323,1,0,18,okicici,1,0,13,0,910,1
hukdokjnl@ybl,Urban Foods,4161,0,0,13,ybl,0,0,11,1,327,0
jevcmnrr@ybl,PhonePe Help,4193,1,0,12,ybl,1,0,5,0,913,1
capfvzm@ybl,PhonePe Help,1058,1,0,11,ybl,1,0,7,0,533,1
qxojug544@ibl,Fresh Mart,1696,0,3,13,ibl,0,0,10,1,909,0
wrdsmysydp@axl,Green Grocery,1257,0,0,14,axl,0,0,13,0,97,0
uiexobesmr@okaxis,Smart Fashion,2112,0,0,17,okaxis,0,0,2,0,866,0
ikatkgii969@okaxis,City Bakers,2133,0,3,18,okaxis,0,0,4,0,442,0
ueqnatbmg@okaxis,Quick Recharge,4406,0,0,16,okaxis,0,0,13,0,277,0
suczwehcb583@okicici,Smart Fashion,125,0,3,20,okicici,0,0,0,0,302,0
vpnncproqh935@axl,City Bakers,4976,0,3,17,axl,0,0,3,0,366,0
fccsumvmg@ibl,Online Offer,948,1,0,13,ibl,0,0,0,0,422,0
xkbrzthb@axl,Quick Recharge,3858,0,0,12,axl,0,0,5,0,886,0
klxrviye@ybl,Smart Fashion,2865,0,0,12,ybl,0,0,5,0,859,0
mgrjqozjm@paytm,Smart Fashion,3343,0,0,15,paytm,0,0,12,1,445,0
suwngq@ibl,Flipkart Deals,902,0,0,10,ibl,1,0,15,0,413,1
mqout@ybl,City Bakers,4408,0,0,9,ybl,0,0,4,0,482,0
noknv292@okaxis,Green Grocery,4204,0,3,15,okaxis,0,0,15,1,730,0
ueosdhsau@ybl,PhonePe Help,1309,1,0,13,ybl,1,0,14,0,656,1
phwjdqoze@okaxis,PhonePe Help,1203,1,0,16,okaxis,1,0,10,1,827,1
mcfbx@okicici,Fresh Mart,3617,0,0,13,okicici,0,0,13,0,478,0
ykphkuk774@axl,Smart Fashion,1647,0,3,14,axl,0,0,14,1,171,0
erjlqjhzai@okicici,City Bakers,4594,0,0,18,okicici,0,0,12,1,789,0
mpeehuj@ybl,Urban Foods,2089,0,0,11,ybl,0,0,2,0,680,0
jikxpeu878@okicici,City Bakers,2439,0,3,18,okicici,0,0,1,0,86,0
orvvgofvzx@axl,Green Grocery,1153,0,0,14,axl,0,0,4,0,706,0
fjwkizhqtg464@ybl,Flipkart Deals,3167,0,3,17,ybl,1,0,12,1,367,1
pqytpc@paytm,Flipkart Deals,3020,0,0,12,paytm,1,0,7,0,564,1
hnwpiosao@axl,Quick Recharge,4408,0,0,13,axl,0,0,11,0,257,0
ksvpxj@okaxis,Urban Foods,2008,0,0,13,okaxis,0,0,2,0,386,0
oqitgtsxew@ybl,Online Offer,113,1,0,14,ybl,0,0,0,0,512,0
hfflrmbzf@paytm,Urban Foods,580,0,0,15,paytm,0,0,6,0,327,0
cxzleitqt603@axl,Green Grocery,3163,0,3,16,axl,0,0,6,0,954,0
gwmuuj318@okicici,Flipkart Deals,2036,0,3,17,okicici,1,0,13,0,222,1
ifmzmldwlw@ibl,Green Grocery,1764,0,0,14,ibl,0,0,8,0,541,0
fiyjki@ybl,Paytm Cashback,1558,1,0,10,ybl,1,0,0,0,857,1
vkceuo@paytm,PhonePe Help,1388,1,0,12,paytm,1,0,12,1,892,1
pftrkjvbf@axl,City Bakers,2563,0,0,13,axl,0,0,6,0,975,0
mdnbbny999@ybl,Smart Fashion,3183,0,3,14,ybl,0,0,5,0,502,0
shazyk@okicici,Fresh Mart,878,0,0,14,okicici,0,0,6,0,486,0
itpiabm@axl,Flipkart Deals,3590,0,0,11,axl,1,0,15,0,627,1
usidlbn@ibl,City Bakers,770,0,0,11,ibl,0,0,8,0,768,0
izxwifm@ibl,Daily Needs,4379,0,0,11,ibl,0,0,4,0,811,0
nrmozpq@okicici,Quick Recharge,934,0,0,15,okicici,0,0,9,0,524,0
wfezjmd@ybl,Mega Electronics,2643,0,0,11,ybl,0,0,3,0,826,0
qfqzf@okaxis,Online Offer,9,1,0,12,okaxis,0,1,15,1,800,1
mmytzc@okicici,Amazon Support,4711,1,0,14,okicici,1,0,0,0,334,1
eivhz@okicici,Flipkart Deals,1812,0,0,13,okicici,1,0,6,0,864,1
alxfbxasc@okaxis,Paytm Cashback,3003,1,0,16,okaxis,1,0,7,0,208,1
knker@axl,Urban Foods,4781,0,0,9,axl,0,0,3,0,387,0
rcwmnu@paytm,City Bakers,4894,0,0,12,paytm,0,0,12,1,892,0
hmxxmjk@okaxis,Quick Recharge,2906,0,0,14,okaxis,0,0,4,0,447,0
qruftqfg@okaxis,City Bakers,3648,0,0,15,okaxis,0,0,6,0,373,0
irwwgqyk@okicici,Paytm Cashback,1112,1,0,16,okicici,1,0,13,1,651,1
tvnuoggs134@ibl,Quick Recharge,4753,0,3,15,ibl,0,0,14,0,775,0
ceievcpdw@axl,Flipkart Deals,4804,0,0,13,axl,1,0,11,1,231,1
ljaadnnvid@axl,Paytm Cashback,2167,1,0,14,axl,1,0,0,0,128,1
atdkih@ybl,Flipkart Deals,2299,0,0,10,ybl,1,0,11,0,362,1
zpmgfcnvcd709@okicici,Urban Foods,56,0,3,21,okicici,0,0,4,0,67,0
nxyok@okicici,Online Offer,4253,1,0,13,okicici,0,0,0,0,892,0
rvpoxtxok@okaxis,Daily Needs,2967,0,0,16,okaxis,0,0,7,0,149,0
qgrzq@okicici,Green Grocery,1359,0,0,13,okicici,0,0,4,0,388,0
iemvlvivt@paytm,Fresh Mart,2263,0,0,15,paytm,0,0,8,0,788,0
efvupz784@axl,Green Grocery,2580,0,3,13,axl,0,0,9,0,398,0
qyortlkvuo107@axl,Daily Needs,2838,0,3,17,axl,0,0,8,0,245,0
meercb@ibl,PhonePe Help,3728,1,0,10,ibl,1,0,7,0,798,1
eahqsnqkr680@axl,Paytm Cashback,3131,1,3,16,axl,1,0,12,0,806,1
tiwrnmjkz901@okicici,City Bakers,4374,0,3,20,okicici,0,0,7,0,884,0
rgrjrmyyo108@paytm,PhonePe Help,2444,1,3,18,paytm,1,0,2,0,25,1
ktgbi@ibl,City Bakers,2770,0,0,9,ibl,0,0,13,1,455,0
frady882@ybl,Paytm Cashback,2965,1,3,12,ybl,1,0,11,1,812,1
acxcz@axl,Amazon Support,1126,1,0,9,axl,1,0,13,1,357,1
chmwagx@axl,Flipkart Deals,462,0,0,11,axl,1,0,14,1,812,1
xrczhqm@ybl,Online Offer,2584,1,0,11,ybl,0,0,3,0,745,0
ovxocr814@paytm,PhonePe Help,3433,1,3,15,paytm,1,0,5,0,715,1
iqfmzzdw@okicici,Mega Electronics,1987,0,0,16,okicici,0,0,7,0,562,0
yxktnqsk48@paytm,Flipkart Deals,3511,0,2,16,paytm,1,0,6,0,465,1
mppiibr@ibl,Mega Electronics,2659,0,0,11,ibl,0,0,3,0,978,0
muebmxqvs@okaxis,Fresh Mart,2938,0,0,16,okaxis,0,0,7,0,264,0
wffvkjwahb579@okaxis,Mega Electronics,3790,0,3,20,okaxis,0,0,15,1,363,0
pnsgmq@okaxis,Flipkart Deals,4920,0,0,13,okaxis,1,0,11,1,325,1
zrsbaily@okicici,Paytm Cashback,1899,1,0,16,okicici,1,0,8,0,890,1
lgvxpguan625@okicici,Urban Foods,1511,0,3,20,okicici,0,0,7,0,807,0
lwbaprj@axl,City Bakers,4117,0,0,11,axl,0,0,1,0,850,0
fdcokpm@axl,Quick Recharge,1375,0,0,11,axl,0,0,4,0,417,0
oxoqw127@paytm,Amazon Support,205,1,3,14,paytm,1,0,1,0,584,1
dntibumae@okicici,Smart Fashion,1085,0,0,17,okicici,0,0,4,0,511,0
wcipzekvk@ibl,Quick Recharge,3747,0,0,13,ibl,0,0,8,0,725,0
irzbkj@paytm,Online Offer,1891,1,0,12,paytm,0,0,2,0,190,0
dpvygztfwt595@paytm,Green Grocery,1821,0,3,19,paytm,0,0,0,0,673,0
zpgkkeqprd@ibl,Daily Needs,844,0,0,14,ibl,0,0,14,0,5,0
fgdbrb@paytm,Smart Fashion,1823,0,0,12,paytm,0,0,0,0,229,0
gfvalutizw@paytm,Online Offer,4847,1,0,16,paytm,0,0,10,1,830,1
oqisbhcdp@ybl,PhonePe Help,2051,1,0,13,ybl,1,0,3,0,57,1
ppjmmg499@okaxis,Daily Needs,4163,0,3,16,okaxis,0,0,12,0,42,0
pgjzzkswmu@paytm,Urban Foods,1483,0,0,16,paytm,0,0,9,1,206,0
